20,0.021303,0.98413,0.217237
40,0.025209,0.988525,0.216017
60,0.029238,0.986938,0.213209
70,0.029116,0.985839,0.214674
80,0.027773,0.982665,0.216749
90,0.025941,0.973021,0.21443
110,0.025575,0.973509,0.212721
120,0.028505,0.985229,0.217604
140,0.027162,0.977171,0.211866
160,0.027406,0.984252,0.214063
180,0.026064,0.982299,0.212476
190,0.027651,0.980345,0.213575
210,0.021181,0.980956,0.210035
230,0.025575,0.982055,0.218092
250,0.024721,0.975829,0.213575
270,0.025209,0.978881,0.214063
290,0.024599,0.979125,0.210401
310,0.021181,0.977171,0.215406
340,0.025331,0.982543,0.214063
360,0.025819,0.976561,0.214918
370,0.023378,0.984618,0.214308
380,0.022279,0.98352,0.215162
390,0.023988,0.982055,0.217359
410,0.026064,0.979003,0.217481
420,0.024599,0.975707,0.212476
440,0.027284,0.976683,0.213331
460,0.026674,0.974608,0.214185
470,0.028871,0.979979,0.213453
490,0.026064,0.978148,0.209669
510,0.026186,0.977049,0.210645
520,0.02643,0.978148,0.213941
540,0.029482,0.981444,0.210767
560,0.024232,0.979613,0.212598
590,0.027406,0.982421,0.214063
610,0.025331,0.981322,0.214918
630,0.022401,0.983642,0.213819
650,0.027162,0.98352,0.214185
670,0.025453,0.97827,0.216261
680,0.025209,0.9812,0.216139
700,0.028017,0.97827,0.212965
710,0.02704,0.976195,0.21504
720,0.022768,0.979491,0.211988
730,0.023134,0.979735,0.214918
740,0.0235,0.981078,0.214063
760,0.024843,0.981933,0.212598
770,0.027529,0.976195,0.216749
790,0.024232,0.98181,0.212598
810,0.028871,0.981688,0.213453
820,0.024477,0.981078,0.21443
850,0.024477,0.979247,0.211866
870,0.022035,0.981444,0.211988
890,0.030092,0.978392,0.216993
900,0.025697,0.981444,0.211988
920,0.027284,0.980468,0.212232
940,0.027406,0.982055,0.214063
960,0.024843,0.980956,0.214185
970,0.025453,0.980834,0.215528
980,0.027529,0.982421,0.214796
1000,0.027529,0.979491,0.212843
1010,0.025087,0.97412,0.213575
1030,0.023744,0.976683,0.211744
1050,0.024599,0.976683,0.211622
1070,0.02704,0.98059,0.216871
1090,0.023988,0.981933,0.217115
1110,0.027406,0.979979,0.212354
1120,0.0235,0.976195,0.215406
1140,0.022279,0.976073,0.21565
1160,0.025941,0.976927,0.214674
1170,0.027529,0.979491,0.214185
1190,0.028627,0.979369,0.21211
1210,0.027284,0.982543,0.216627
1230,0.028017,0.975096,0.215895
1250,0.030336,0.974242,0.212598
1270,0.027651,0.979003,0.210889
1280,0.026064,0.979491,0.212965
1300,0.023256,0.976073,0.21443
1310,0.02704,0.977171,0.211866
1330,0.026064,0.979369,0.215528
1340,0.026064,0.976561,0.2115
1360,0.028139,0.979003,0.216505
1380,0.027406,0.976561,0.216871
1390,0.026064,0.980223,0.216017
1410,0.020326,0.979247,0.210645
1430,0.024232,0.97766,0.2115
