      15,   0.025697,   0.970213,   0.215772
      35,   0.024965,   0.973387,   0.216017
      55,   0.022523,   0.981078,   0.215895
      65,   0.021913,   0.987304,   0.215040
      85,   0.024721,   0.989745,   0.213819
     105,   0.028627,   0.986938,   0.215284
     115,   0.028871,   0.986327,   0.216139
     135,   0.024354,   0.977660,   0.213453
     145,   0.021303,   0.971434,   0.213087
     155,   0.018251,   0.973997,   0.215895
     165,   0.021669,   0.970213,   0.215040
     185,   0.021791,   0.973265,   0.214185
     195,   0.025331,   0.982177,   0.214796
     215,   0.027040,   0.978881,   0.208936
     225,   0.022645,   0.985106,   0.215528
     245,   0.021547,   0.975462,   0.218458
     255,   0.021425,   0.981200,   0.215284
     275,   0.022401,   0.980956,   0.212598
     285,   0.025819,   0.983031,   0.214552
     305,   0.028627,   0.979735,   0.213941
     315,   0.020326,   0.978148,   0.210645
     325,   0.024965,   0.980956,   0.211622
     345,   0.021791,   0.982909,   0.211256
     365,   0.023378,   0.981566,   0.215162
     395,   0.025453,   0.980468,   0.212598
     405,   0.021425,   0.982543,   0.213575
     425,   0.025453,   0.978148,   0.213087
     435,   0.023988,   0.978758,   0.213453
     445,   0.025819,   0.979735,   0.215040
     455,   0.023256,   0.979003,   0.211256
     475,   0.023378,   0.981444,   0.217237
     485,   0.023500,   0.978758,   0.218824
     495,   0.020448,   0.983275,   0.211378
     506,   0.025819,   0.980590,   0.211378
     526,   0.021913,   0.981200,   0.213697
     546,   0.020204,   0.972655,   0.211256
     556,   0.021058,   0.978148,   0.216871
     566,   0.023988,   0.979003,   0.211256
     586,   0.020936,   0.978636,   0.212843
     596,   0.024599,   0.979735,   0.216383
     616,   0.024599,   0.979003,   0.216139
     636,   0.020936,   0.978758,   0.214430
     655,   0.024965,   0.980956,   0.215772
     666,   0.022890,   0.981933,   0.212354
     686,   0.016053,   0.977293,   0.214430
     706,   0.027406,   0.979857,   0.212843
     726,   0.023988,   0.979003,   0.213209
     736,   0.018373,   0.978392,   0.211622
     756,   0.022035,   0.972044,   0.208936
     776,   0.024599,   0.977416,   0.213819
     786,   0.023012,   0.974852,   0.212232
     796,   0.022401,   0.982055,   0.216017
     806,   0.023256,   0.983520,   0.211500
     825,   0.022035,   0.981322,   0.211378
     845,   0.018617,   0.976317,   0.212232
     866,   0.020692,   0.979613,   0.214308
     876,   0.023744,   0.982665,   0.216139
     895,   0.024477,   0.983764,   0.215040
     906,   0.026796,   0.979247,   0.215650
     926,   0.021425,   0.980101,   0.214918
     945,   0.021791,   0.975951,   0.214552
     965,   0.024354,   0.976195,   0.213941
     985,   0.024965,   0.976927,   0.212598
     996,   0.021791,   0.984252,   0.218092
    1016,   0.023622,   0.978270,   0.213453
    1036,   0.024965,   0.980590,   0.211866
    1046,   0.022035,   0.976561,   0.215406
    1065,   0.022157,   0.978514,   0.213453
    1076,   0.020082,   0.981688,   0.215895
    1095,   0.021913,   0.975218,   0.213575
    1106,   0.024354,   0.979613,   0.214308
    1126,   0.022279,   0.979491,   0.216139
    1136,   0.022523,   0.983886,   0.211988
    1156,   0.025209,   0.977538,   0.215895
    1166,   0.025941,   0.973997,   0.217604
    1186,   0.022523,   0.982177,   0.213575
    1206,   0.024232,   0.978392,   0.211988
    1216,   0.021791,   0.977538,   0.208936
    1226,   0.023744,   0.982055,   0.211011
    1246,   0.020570,   0.981566,   0.214308
    1266,   0.022035,   0.978514,   0.211378
    1276,   0.022157,   0.976073,   0.214674
    1295,   0.017152,   0.980834,   0.213575
    1306,   0.026918,   0.974364,   0.216139
    1316,   0.026796,   0.976317,   0.212110
    1336,   0.026064,   0.982665,   0.213331
    1356,   0.024232,   0.983764,   0.214918
    1376,   0.023866,   0.979247,   0.213941
    1386,   0.024354,   0.983397,   0.213819
    1406,   0.024477,   0.975584,   0.210645
    1426,   0.022401,   0.982787,   0.216261
    1446,   0.023622,   0.979247,   0.213819
    1456,   0.023378,   0.978758,   0.216871
    1476,   0.020570,   0.980712,   0.212843
    1486,   0.021303,   0.982177,   0.219313
    1506,   0.025453,   0.980956,   0.213209
    1516,   0.023256,   0.979735,   0.211256
    1526,   0.023988,   0.977904,   0.205884
    1536,   0.020570,   0.972777,   0.213941
    1566,   0.023988,   0.975218,   0.215162
    1586,   0.024232,   0.976561,   0.213087
    1616,   0.022523,   0.982055,   0.210767
    1636,   0.022645,   0.980712,   0.217848
    1656,   0.023988,   0.978881,   0.218214
    1666,   0.025331,   0.980712,   0.212843
    1676,   0.021669,   0.981688,   0.211988
    1696,   0.023012,   0.976073,   0.212721
    1716,   0.026552,   0.973997,   0.217359
    1726,   0.021181,   0.983275,   0.214063
    1746,   0.020936,   0.978758,   0.215162
    1766,   0.023500,   0.980101,   0.210035
    1776,   0.024843,   0.979247,   0.212476
    1796,   0.020448,   0.977904,   0.215528
    1806,   0.022523,   0.984618,   0.216017
    1826,   0.024599,   0.979125,   0.213697
    1836,   0.021547,   0.980712,   0.210645
    1846,   0.022279,   0.976073,   0.214430
    1865,   0.020814,   0.976439,   0.211011
    1876,   0.019471,   0.984008,   0.212232
    1896,   0.023012,   0.984496,   0.212232
    1916,   0.024965,   0.981200,   0.210645
    1945,   0.021669,   0.981810,   0.216749
    1956,   0.026186,   0.978270,   0.212965
    1966,   0.023866,   0.979979,   0.213331
    1976,   0.018495,   0.983397,   0.213209
    1996,   0.021791,   0.973997,   0.214308
    2006,   0.024721,   0.977416,   0.215406
    2016,   0.027529,   0.979003,   0.211988
    2036,   0.024599,   0.980223,   0.214552
    2056,   0.019227,   0.982055,   0.218336
    2076,   0.023500,   0.982543,   0.209180
    2086,   0.022890,   0.983642,   0.213819
    2106,   0.027162,   0.985595,   0.211866
    2125,   0.027651,   0.974852,   0.213087
    2136,   0.021303,   0.980956,   0.214185
    2156,   0.020692,   0.980956,   0.213453
    2176,   0.025819,   0.979979,   0.211378
    2186,   0.020814,   0.981810,   0.216627
    2205,   0.026796,   0.978392,   0.213819
    2216,   0.022523,   0.978148,   0.215284
    2236,   0.024965,   0.982421,   0.211744
    2255,   0.020082,   0.978270,   0.213575
    2266,   0.021058,   0.981933,   0.211744
    2276,   0.025453,   0.980468,   0.209546
    2286,   0.024110,   0.982177,   0.215406
    2306,   0.019838,   0.984862,   0.215284
