15,0.0235,0.977171,0.215162
35,0.025209,0.975951,0.216993
45,0.022157,0.978026,0.219435
65,0.019716,0.981322,0.219679
75,0.024843,0.985106,0.215528
85,0.026918,0.98352,0.212843
105,0.023134,0.98474,0.216749
125,0.023622,0.986571,0.217848
135,0.022157,0.978636,0.210401
145,0.024477,0.983886,0.217237
155,0.02704,0.980956,0.212598
175,0.024843,0.981688,0.212721
185,0.027773,0.981933,0.216749
205,0.020204,0.974486,0.212232
215,0.022768,0.976195,0.21797
235,0.023134,0.975707,0.215406
245,0.027162,0.980956,0.210157
265,0.022279,0.978148,0.214063
285,0.025697,0.976561,0.213697
295,0.021913,0.981933,0.213819
315,0.022157,0.978881,0.21504
345,0.022279,0.97827,0.216993
365,0.022523,0.971922,0.213453
385,0.025331,0.981933,0.213453
395,0.025087,0.976683,0.20918
415,0.022523,0.979003,0.211866
425,0.025209,0.980345,0.210645
445,0.020814,0.977171,0.21504
465,0.025941,0.97766,0.213575
475,0.023866,0.984984,0.21504
495,0.025819,0.985473,0.214185
505,0.026064,0.987914,0.216139
525,0.020692,0.979735,0.213941
535,0.022768,0.982787,0.210645
545,0.020692,0.978026,0.213087
565,0.028749,0.980345,0.217604
585,0.029848,0.983886,0.217237
595,0.024721,0.979979,0.210889
615,0.021303,0.982909,0.212965
635,0.025087,0.978758,0.211378
645,0.021425,0.97827,0.213819
655,0.021058,0.982055,0.212843
665,0.021058,0.978392,0.2115
685,0.024599,0.976195,0.212843
705,0.026552,0.979003,0.21443
715,0.027773,0.986327,0.213941
735,0.024354,0.982421,0.213453
755,0.022523,0.979125,0.217726
765,0.024599,0.978392,0.211011
785,0.024599,0.98181,0.2115
805,0.026918,0.979003,0.212843
815,0.022035,0.976195,0.209913
825,0.02411,0.98059,0.216993
845,0.022645,0.977293,0.211744
865,0.022645,0.981566,0.213453
885,0.026064,0.980712,0.213819
905,0.023256,0.979125,0.211866
925,0.029238,0.982421,0.212721
935,0.026796,0.977416,0.213209
945,0.024721,0.978881,0.217237
965,0.023378,0.978881,0.210889
985,0.027406,0.976561,0.211744
995,0.024965,0.977538,0.213331
1015,0.024232,0.977904,0.216383
1025,0.021913,0.984374,0.214063
1035,0.024232,0.975584,0.211378
1045,0.026674,0.977171,0.216871
1065,0.02289,0.977904,0.212476
1075,0.023134,0.978758,0.216139
1085,0.026308,0.980223,0.213453
1105,0.022401,0.97766,0.210035
1115,0.024354,0.976683,0.212232
1125,0.021791,0.982055,0.214796
1145,0.023622,0.98181,0.216993
1165,0.022401,0.978392,0.211988
1175,0.022279,0.978514,0.212232
1185,0.02411,0.975707,0.212598
1195,0.024965,0.97766,0.213819
1225,0.021303,0.979247,0.216993
1245,0.023988,0.982543,0.216627
1255,0.023134,0.978514,0.206739
1265,0.021547,0.977049,0.215895
1285,0.023256,0.979369,0.21443
1295,0.021547,0.982299,0.219069
1305,0.021791,0.979369,0.215284
1325,0.02411,0.978026,0.213575
1335,0.02704,0.991088,0.216139
1355,0.019593,0.980834,0.211622
1365,0.020936,0.977416,0.214796
1375,0.026552,0.982543,0.213819
1395,0.021303,0.979491,0.209546
1405,0.024843,0.98181,0.212965
1425,0.018006,0.979125,0.211133
1435,0.02057,0.983764,0.212232
1445,0.023988,0.978881,0.213819
1465,0.022768,0.977049,0.214308
1485,0.023378,0.978026,0.214918
1515,0.025575,0.978636,0.216383
1525,0.0235,0.973631,0.21565
1535,0.021669,0.982299,0.214674
1555,0.023866,0.982909,0.219313
1565,0.023744,0.978026,0.2115
1585,0.023744,0.976073,0.214308
1605,0.026186,0.975707,0.212354
1625,0.021669,0.976927,0.214063
1645,0.024721,0.979613,0.215772
1655,0.019227,0.979613,0.214308
1665,0.027284,0.979979,0.210645
1685,0.028871,0.979735,0.212721
1695,0.023866,0.98474,0.214185
1705,0.02411,0.97766,0.213819
1715,0.024965,0.978758,0.213453
1735,0.023012,0.982665,0.216627
1755,0.023866,0.982909,0.216383
1765,0.024477,0.975096,0.21504
1775,0.024965,0.982177,0.216871
1795,0.0235,0.977293,0.216261
1815,0.020448,0.980834,0.215162
1825,0.021669,0.978636,0.211011
1835,0.021791,0.982421,0.213697
1855,0.021791,0.984008,0.215162
1865,0.023256,0.977782,0.214918
1885,0.02643,0.980101,0.214185
1895,0.021913,0.976195,0.214796
1905,0.026308,0.98474,0.21443
1915,0.021913,0.979735,0.212965
1925,0.020936,0.979125,0.213331
1945,0.019227,0.975462,0.211011
1965,0.023744,0.97766,0.213941
1975,0.023622,0.980468,0.214308
1995,0.025209,0.977416,0.217115
2015,0.020204,0.980345,0.214674
2025,0.021547,0.979125,0.210157
2035,0.01996,0.976317,0.211378
2055,0.023378,0.97827,0.216993
2066,0.023256,0.979979,0.215284
2077,0.026918,0.978148,0.213819
2088,0.024354,0.977293,0.213697
2102,0.016786,0.980712,0.214308
2122,0.024232,1,0.213941
2132,0.028993,0.974242,0.211256
2152,0.026064,0.975829,0.213819
2172,0.0235,0.972777,0.214063
2182,0.024232,0.979979,0.2115
2202,0.02289,0.976927,0.213087
2222,0.024477,0.984008,0.211622
2232,0.026796,0.978881,0.213697
2252,0.024721,0.971922,0.216261
2272,0.026918,0.982177,0.218458
2282,0.023622,0.98059,0.215284
2302,0.028871,0.977904,0.213087
2312,0.029482,0.982665,0.210767
2332,0.021303,0.978392,0.212232
2352,0.020692,0.982055,0.213453
2362,0.01996,0.981078,0.212232
2382,0.02057,0.985106,0.212476
